OBA_ID	Sample_ID	Station	Depth	Size fraction	Latitude	Longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
938	TARA_N000002113	TARA_148	SRF	[0.8-5µm]	31.6948	-64.2489	TARA_148_SRF_0.8-5	TARA_148	ERS494341	ERR1756105|ERR868395|ERR1755922	SAMEA2623743	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002113	2012-02-24T11:40	-4473	20.481195	36.596745	25.85157	172.4671	0.04404	5	21.500162	213.6889	1.009924	0.001041271	0.006396831	0.02664326	0.215206316		415.07	54.326068878174	6.0163853049744E-5			10.988774			8.107639	0.093	0.0015	0.1505	0.728	134	14	186	16	824		0.339952	0.515841	4282.461147	6.754100284	15942.5	0.740708268									31.6948	-64.2489	0	winter	middle	0.069438	0.085786	1.333333
939	TARA_N000002111	TARA_148	SRF	[>0.8µm]	31.6948	-64.2489	TARA_148_SRF_0.8->	TARA_148	ERS494339	ERR1726863|ERR1719238|ERR1879728|ERR1879725	SAMEA2623741	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002111	2012-02-24T11:40	-4473	20.481195	36.596745	25.85157	172.4671	0.04404	5	21.500162	213.6889	1.009924	0.001041271	0.006396831	0.02664326	0.215206316		415.07	54.326068878174	6.0163853049744E-5			10.988774			8.107639	0.093	0.0015	0.1505	0.728	134	14	186	16	824		0.339952	0.515841	4282.461147	6.754100284	15942.5	0.740708268									31.6948	-64.2489	0	winter	middle	0.069438	0.085786	1.333333
940	TARA_N000000257	TARA_045	SRF	[5-20µm]	0.0033	71.6428	TARA_045_SRF_5-20	TARA_045	ERS489252	ERR562363|ERR1726974	SAMEA2620355	SEQ-(500mL-or-15min)_W5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000257	2010-04-13T03:21	-3933	30.59345	35.0481	21.558975	153.5512	0.0036	5		186.0215	1.826529	0.001320691	0.016592899	0.007288604	0.005533795		193.666	37.24840927124	0.00018477760022506											43	47	52	15	865	132	0.298696	0.751625	3345.27664	6.296286671	14553	0.736492064									0.0033	71.6428	0	spring	early	0.111952	0.069572	0
941	TARA_N000002115	TARA_148	SRF	[5-20µm]	31.8103	-64.1348	TARA_148_SRF_5-20	TARA_148	ERS494359	ERR1756279|ERR1711920|ERR1756308|ERR1726534	SAMEA2731821	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002115	2012-02-24T15:43	-4551	20.481195	36.596745	25.85157	78.4562	0.04404	5	21.485622	213.6889	1.009924	0.001041271	0.006396831	0.02664326	0.215206316		415.07	57.119663238525	9.0474961325526E-5			10.988774			8.107639	0.093	0.0015	0.1505	0.728	138	53	177	14	183	338	0.339952	0.515841	4282.461147	6.754100284	15942.5	0.740708268									31.8103	-64.1348	0	winter	middle	0.069438	0.085786	1.333333
942	TARA_N000002117	TARA_148	SRF	[20-180µm]	31.7913	-64.1522	TARA_148_SRF_20-180	TARA_148	ERS494355	ERR1719189|ERR1756334|ERR1726625|ERR1756291	SAMEA2731634	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002117	2012-02-24T15:14	-4551	20.481195	36.596745	25.85157	78.4562	0.04404	5	21.745228	213.6889	1.009924	0.001041271	0.006396831	0.02664326	0.215206316		415.07	56.930477142334	7.3597220762167E-5			10.988774			8.107639	0.093	0.0015	0.1505	0.728	138	53	177	14	183	338	0.339952	0.515841	4282.461147	6.754100284	15942.5	0.740708268									31.7913	-64.1522	0	winter	middle	0.069438	0.085786	1.333333
943	TARA_N000002119	TARA_148	SRF	[180-2000µm]	31.7432	-64.1967	TARA_148_SRF_180-2000	TARA_148	ERS494350	ERR1719193|ERR1719289|ERR1726889|ERR1756106	SAMEA2732099	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002119	2012-02-24T13:51	-4473	20.481195	36.596745	25.85157	172.4671	0.04404	5	21.500162	213.6889	1.009924	0.001041271	0.006396831	0.02664326	0.215206316		415.07	56.160852432251	5.9733478337876E-5			10.988774			8.107639	0.093	0.0015	0.1505	0.728	134	14	186	16	824		0.339952	0.515841	4282.461147	6.754100284	15942.5	0.740708268									31.7432	-64.1967	0	winter	middle	0.069438	0.085786	1.333333
944	TARA_N000002509	TARA_149	MES	[0.8-3µm]	34.0771	-49.8233	TARA_149_MES_0.8-3	TARA_149	ERS494436	ERR1879882|ERR1711960|ERR1711969|ERR868380|ERR1879748	SAMEA2623799	SEQ-(100L-or-15min)_W0.8-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.8	3	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002509	2012-03-01T18:50	-4789	10.496305	35.369805	27.170345	1391.144	0.0009	740	0	152.7195	20.172519	0.000983844	0.011274377	0.069205704	0.470016162		588.722	70.023342132568	0.00010114755059476							0.00725	1.34475	20.924		150	28	150	14	750	878	0.300514	0.556866	6108.653109	6.783395287	19184.7	0.72613114									34.0771	-49.8233	0	winter	late	0.275561	0.079308	0
945	TARA_N000002135	TARA_149	SRF	[0.8-5µm]	34.1132	-49.9181	TARA_149_SRF_0.8-5	TARA_149	ERS494403	ERR1756002|ERR868392|ERR1756365	SAMEA2623783	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002135	2012-03-01T10:48	-4781	18.82554	36.41274	26.146925	749.564	0.08145	5	21.533512	220.9492	0.808032	0.000983844	0.011274377	0.069205704	0.470016162		555.787	68.785797119141	7.001704943832E-5											167	33	171	14	748	165	0.300514	0.556866	4325.011918	6.711311234	15145.5	0.742228822									34.1132	-49.9181	0	winter	middle	0.275561	0.079308	0
946	TARA_N000002133	TARA_149	SRF	[>0.8µm]	34.1132	-49.9181	TARA_149_SRF_0.8->	TARA_149	ERS494401	ERR1879758	SAMEA2623781	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002133	2012-03-01T10:48	-4781	18.82554	36.41274	26.146925	749.564	0.08145	5	21.533512	220.9492	0.808032	0.000983844	0.011274377	0.069205704	0.470016162		555.787	68.785797119141	7.001704943832E-5											167	33	171	14	748	165	0.300514	0.556866	4325.011918	6.711311234	15145.5	0.742228822									34.1132	-49.9181	0	winter	middle	0.275561	0.079308	0
947	TARA_N000002137	TARA_149	SRF	[5-20µm]	34.0533	-49.8355	TARA_149_SRF_5-20	TARA_149	ERS494422	ERR1712087|ERR1726772|ERR1755942|ERR1756128	SAMEA2731851	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002137	2012-03-01T14:59	-4818	18.82554	36.41274	26.146925	1384.9468	0.08145	5	21.072706	220.9492	0.808032	0.000983844	0.011274377	0.069205704	0.470016162		555.787	69.616237640381	9.7328564152122E-5											169	35	170	15	754	879	0.300514	0.556866	4325.011918	6.711311234	15145.5	0.742228822									34.0533	-49.8355	0	winter	late	0.275561	0.079308	0
948	TARA_N000002139	TARA_149	SRF	[20-180µm]	34.0639	-49.844	TARA_149_SRF_20-180	TARA_149	ERS494418	ERR1726867|ERR1755936|ERR1711997	SAMEA2731641	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002139	2012-03-01T14:22	-4818	18.82554	36.41274	26.146925	1384.9468	0.08145	5	21.072706	220.9492	0.808032	0.000983844	0.011274377	0.069205704	0.470016162		555.787	70.023342132568	0.00010114755059476											169	35	170	15	754	879	0.300514	0.556866	4325.011918	6.711311234	15145.5	0.742228822									34.0639	-49.844	0	winter	late	0.275561	0.079308	0
949	TARA_N000002141	TARA_149	SRF	[180-2000µm]	34.0823	-49.8695	TARA_149_SRF_180-2000	TARA_149	ERS494412	ERR1726949|ERR1756198|ERR1712212	SAMEA2731846	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002141	2012-03-01T13:01	-4781	18.82554	36.41274	26.146925	749.564	0.08145	5	21.533512	220.9492	0.808032	0.000983844	0.011274377	0.069205704	0.470016162		555.787	69.353923797607	9.5010698714759E-5											167	33	171	14	748	165	0.300514	0.556866	4325.011918	6.711311234	15145.5	0.742228822									34.0823	-49.8695	0	winter	middle	0.275561	0.079308	0
950	TARA_N000002145	TARA_150	DCM	[0.8-5µm]	35.8427	-37.1526	TARA_150_DCM_0.8-5	TARA_150	ERS494501	ERR1756173|ERR868511|ERR1719467	SAMEA2623839	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002145	2012-03-05T17:34	-2747	17.585567	36.285033	26.360683	652.944	0.1418	40	0.66443	229.097917	0.61356	0.001100777	0.013435967	0.023812729	0.096477222		550.112	69.939140319824	0.00024707183183637							0.04	0	0.1745	0.8423	61	48	105	13	547	129	0.243874	0.619626	4224.929725	6.754542143	17443.7	0.738848782									35.8427	-37.1526	0	winter	late	-0.032539	0.073051	1.388889
951	TARA_N000000259	TARA_045	SRF	[20-180µm]	0.0023	71.6311	TARA_045_SRF_20-180	TARA_045	ERS489234	ERR562412|ERR1726646	SAMEA2657054	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000259	2010-04-13T02:46	-3933	30.59345	35.0481	21.558975	153.5512	0.0036	5		186.0215	1.826529	0.001320691	0.016592899	0.007288604	0.005533795		193.666	37.24840927124	0.00018477760022506											43	47	52	15	865	132	0.298696	0.751625	3345.27664	6.296286671	14553	0.736492064									0.0023	71.6311	0	spring	early	0.111952	0.069572	0
952	TARA_N000002143	TARA_150	DCM	[>0.8µm]	35.8427	-37.1526	TARA_150_DCM_0.8->	TARA_150	ERS494499	ERR1879740	SAMEA2623837	SEQ-(100L-or-15min)_W>0.8	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002143	2012-03-05T17:34	-2747	17.585567	36.285033	26.360683	652.944	0.1418	40	0.66443	229.097917	0.61356	0.001100777	0.013435967	0.023812729	0.096477222		550.112	69.939140319824	0.00024707183183637							0.04	0	0.1745	0.8423	61	48	105	13	547	129	0.243874	0.619626	4224.929725	6.754542143	17443.7	0.738848782									35.8427	-37.1526	0	winter	late	-0.032539	0.073051	1.388889
953	TARA_N000002147	TARA_150	DCM	[5-20µm]	35.8777	-37.1969	TARA_150_DCM_5-20	TARA_150	ERS494478	ERR1712060|ERR1726551|ERR1756265	SAMEA2731999	SEQ-(500mL-or-15min)_N5-20	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002147	2012-03-05T16:10	-3182	17.585567	36.285033	26.360683	656.0146	0.1418	40	0.528088	229.097917	0.61356	0.001100777	0.013435967	0.023812729	0.096477222		550.112	69.395664215088	0.0002831996534951							0.04	0	0.1745	0.8423	106	40	114	18	263	111	0.243874	0.619626	4224.929725	6.754542143	17443.7	0.738848782									35.8777	-37.1969	0	winter	late	-0.032539	0.073051	1.388889
954	TARA_N000002717	TARA_150	DCM	[20-180µm]	35.8605	-37.178	TARA_150_DCM_20-180	TARA_150	ERS494484	ERR1756225|ERR1726852|ERR1719278	SAMEA2732005	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002717	2012-03-05T16:47	-3182	17.585567	36.285033	26.360683	656.0146	0.1418	40	0.528088	229.097917	0.61356	0.001100777	0.013435967	0.023812729	0.096477222		550.112	68.543930053711	0.00024816393852234							0.04	0	0.1745	0.8423	106	40	114	18	263	111	0.243874	0.619626	4224.929725	6.754542143	17443.7	0.738848782									35.8605	-37.178	0	winter	late	-0.032539	0.073051	1.388889
955	TARA_N000002719	TARA_150	DCM	[180-2000µm]	35.7867	-37.0916	TARA_150_DCM_180-2000	TARA_150	ERS494508	ERR1719430|ERR1756190|ERR1726783	SAMEA2732073	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002719	2012-03-05T19:57	-2747	17.585567	36.285033	26.360683	652.944	0.1418	40	0.813036	229.097917	0.61356	0.001100777	0.013435967	0.023812729	0.096477222		550.112	70.345909118652	0.00021854368969798							0.04	0	0.1745	0.8423	61	48	105	13	547	129	0.243874	0.619626	4224.929725	6.754542143	17443.7	0.738848782									35.7867	-37.0916	0	winter	late	-0.032539	0.073051	1.388889
956	TARA_N000002697	TARA_150	SRF	[0.8-5µm]	35.9346	-37.3032	TARA_150_SRF_0.8-5	TARA_150	ERS494454	ERR868354|ERR1719258|ERR1755971	SAMEA2623817	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002697	2012-03-05T09:25	-3140	17.627142	36.285292	26.349408	1394.884	0.0782	5	16.225385	229.368083	0.120853	0.001100777	0.013435967	0.023812729	0.096477222	1.63013	574.844	61.645330429077	0.00019271930068498			11.76642			8.111959	0.0355	0.0055	0.1695	0.8358	77	33	92	15	632	90	0.243874	0.619626	4161.155167	6.777680429	14688.2	0.743388576									35.9346	-37.3032	0	winter	late	-0.032539	0.073051	1.388889
957	TARA_N000002695	TARA_150	SRF	[>0.8µm]	35.9346	-37.3032	TARA_150_SRF_0.8->	TARA_150	ERS494452	ERR1726817|ERR1879940|ERR1711990	SAMEA2623815	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002695	2012-03-05T09:25	-3140	17.627142	36.285292	26.349408	1394.884	0.0782	5	16.225385	229.368083	0.120853	0.001100777	0.013435967	0.023812729	0.096477222	1.63013	574.844	61.645330429077	0.00019271930068498			11.76642			8.111959	0.0355	0.0055	0.1695	0.8358	77	33	92	15	632	90	0.243874	0.619626	4161.155167	6.777680429	14688.2	0.743388576									35.9346	-37.3032	0	winter	late	-0.032539	0.073051	1.388889
958	TARA_N000002699	TARA_150	SRF	[5-20µm]	35.8641	-37.1831	TARA_150_SRF_5-20	TARA_150	ERS494470	ERR1726973|ERR1719382|ERR1756122	SAMEA2732095	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002699	2012-03-05T13:45	-3182	17.627142	36.285292	26.349408	656.0146	0.0782	5	16.159694	229.368083	0.120853	0.001100777	0.013435967	0.023812729	0.096477222	1.63013	574.844	68.982879638672	0.00026734384300653			11.76642			8.111959	0.0355	0.0055	0.1695	0.8358	106	40	114	18	263	111	0.243874	0.619626	4161.155167	6.777680429	14688.2	0.743388576									35.8641	-37.1831	0	winter	late	-0.032539	0.073051	1.388889
959	TARA_N000002701	TARA_150	SRF	[20-180µm]	35.8913	-37.2369	TARA_150_SRF_20-180	TARA_150	ERS494465	ERR1755904|ERR1726860|ERR1719400	SAMEA2731788	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002701	2012-03-05T12:07	-3140	17.627142	36.285292	26.349408	1394.884	0.0782	5	16.159694	229.368083	0.120853	0.001100777	0.013435967	0.023812729	0.096477222	1.63013	574.844	69.395664215088	0.00027831527404487			11.76642			8.111959	0.0355	0.0055	0.1695	0.8358	77	33	92	15	632	90	0.243874	0.619626	4161.155167	6.777680429	14688.2	0.743388576									35.8913	-37.2369	0	winter	late	-0.032539	0.073051	1.388889
960	TARA_N000002703	TARA_150	SRF	[180-2000µm]	35.9167	-37.2761	TARA_150_SRF_180-2000	TARA_150	ERS494461	ERR1726859|ERR1756307|ERR1719209	SAMEA2731784	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002703	2012-03-05T10:33	-3140	17.627142	36.285292	26.349408	1394.884	0.0782	5	16.225385	229.368083	0.120853	0.001100777	0.013435967	0.023812729	0.096477222	1.63013	574.844	61.958683013916	0.00019396276911721			11.76642			8.111959	0.0355	0.0055	0.1695	0.8358	77	33	92	15	632	90	0.243874	0.619626	4161.155167	6.777680429	14688.2	0.743388576									35.9167	-37.2761	0	winter	late	-0.032539	0.073051	1.388889
961	TARA_N000002723	TARA_151	DCM	[0.8-5µm]	36.1811	-28.9373	TARA_151_DCM_0.8-5	TARA_151	ERS494570	ERR1756163|ERR868423	SAMEA2623879	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002723	2012-03-09T17:42	-3516	16.74703	36.182395	26.48531	256.7346	0.08652	80	0.079852	228.11655	1.005795	0.00129951	0.021044872	0.036169071	0.306125077		426.704	49.197731018066	0.00011474554412416							0.0415	0.022	0.142	0.6335	48	68	108	52	170	108	0.414522	0.585611	5286.141793	6.940453083	17700.9	0.732395269									36.1811	-28.9373	0	winter	late	-0.157861	0.025897	37.583333
962	TARA_X000001006	TARA_009	SRF	[180-2000µm]	39.0856	5.7927	TARA_009_SRF_180-2000	TARA_009	ERS488134	ERR1726681|ERR1711922|ERR1726662|ERR562595|ERR1712200	SAMEA2657011	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)	TARA_X000001006	2009-09-28T15:08	-2913	24.4828	37.8042	25.621	156.9683	0.0058	9	12.199255			0.00138773	0.015086659	0.048709321	0.01675451		240.841	36.916410446167	6.612161087105E-5	0	0.0003		0.0003	0						25	54	35				0.600831	0.52087	3982.789601	6.62496839	15315.1	0.749529591	0	0	0.0003	0	0.0016	0	0.0089	0	39.0856	5.7927	0	autumn	early	0.021447	0.190651	0
963	TARA_N000002739	TARA_151	DCM	[>0.8µm]	36.1811	-28.9373	TARA_151_DCM_0.8->	TARA_151	ERS494572	ERR1719337|ERR1879910|ERR1719371|ERR1726596	SAMEA2623881	SEQ-(100L-or-15min)_W>0.8	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002739	2012-03-09T17:42	-3516	16.74703	36.182395	26.48531	256.7346	0.08652	80	0.079852	228.11655	1.005795	0.00129951	0.021044872	0.036169071	0.306125077		426.704	49.197731018066	0.00011474554412416							0.0415	0.022	0.142	0.6335	48	68	108	52	170	108	0.414522	0.585611	5286.141793	6.940453083	17700.9	0.732395269									36.1811	-28.9373	0	winter	late	-0.157861	0.025897	37.583333
964	TARA_N000002751	TARA_151	DCM	[180-2000µm]	36.1765	-28.9694	TARA_151_DCM_180-2000	TARA_151	ERS494557	ERR1712055|ERR1759710|ERR1726824	SAMEA2732058	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002751	2012-03-09T17:05	-3516	16.73703	36.180745	26.486345	256.7346	0.08652	80	0.06467	227.7604	1.121415	0.00129951	0.021044872	0.036169071	0.306125077		426.704	48.431909561157	0.00011727791934391							0.0415	0.022	0.142	0.6335	48	68	108	52	170	108	0.414522	0.585611	5286.141793	6.940453083	17700.9	0.732395269									36.1765	-28.9694	0	winter	late	-0.157861	0.025897	37.583333
965	TARA_N000002755	TARA_151	DCM	[20-180µm]	36.1736	-29.003	TARA_151_DCM_20-180	TARA_151	ERS494553	ERR1759707|ERR1712158|ERR1712088|ERR1726911	SAMEA2732088	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002755	2012-03-09T16:17	-3516	16.73703	36.180745	26.486345	256.7346	0.08652	80	0.06467	227.7604	1.121415	0.00129951	0.021044872	0.036169071	0.306125077		426.704	46.156766891479	0.00011089882536908							0.0415	0.022	0.142	0.6335	48	68	108	52	170	108	0.414522	0.585611	5286.141793	6.940453083	17700.9	0.732395269									36.1736	-29.003	0	winter	late	-0.157861	0.025897	37.583333
966	TARA_N000002741	TARA_151	SRF	[0.8-5µm]	36.1715	-29.023	TARA_151_SRF_0.8-5	TARA_151	ERS494529	ERR1756353|ERR868459|ERR1719440	SAMEA2623861	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002741	2012-03-09T08:59	-3478	17.303005	36.229605	26.38564	387.5094	0.0132	5	25.012121	232.28725	0.296016	0.00129951	0.021044872	0.036169071	0.306125077		430.1665	45.397960662842	0.00011106732927146			12.299755			8.09894	0.019	0.0125		0.6545	56	68	118	14	699	993	0.414522	0.585611	4020.600387	6.781088813	14771.9	0.741542746									36.1715	-29.023	0	winter	late	-0.157861	0.025897	37.583333
967	TARA_N000002737	TARA_151	SRF	[>0.8µm]	36.1715	-29.023	TARA_151_SRF_0.8->	TARA_151	ERS494527	ERR1726589|ERR1719454|ERR1879914	SAMEA2623859	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)	TARA_N000002737	2012-03-09T08:59	-3478	17.303005	36.229605	26.38564	387.5094	0.0132	5	25.012121	232.28725	0.296016	0.00129951	0.021044872	0.036169071	0.306125077		430.1665	45.397960662842	0.00011106732927146			12.299755			8.09894	0.019	0.0125		0.6545	56	68	118	14	699	993	0.414522	0.585611	4020.600387	6.781088813	14771.9	0.741542746									36.1715	-29.023	0	winter	late	-0.157861	0.025897	37.583333
